year,month,day,new_deaths
2020,8,28,0.0
2020,8,29,0.0
2020,8,30,0.0
2020,8,31,0.0
2020,9,1,0.0
2020,9,2,0.0
2020,9,3,0.0
2020,9,4,0.0
2020,9,5,0.0
2020,9,6,0.0
2020,9,7,0.0
2020,9,8,0.0
2020,9,9,0.0
2020,9,10,0.0
2020,9,11,0.0
2020,9,12,0.0
2020,9,13,0.0
2020,9,14,0.0
2020,9,15,0.0
2020,9,16,0.0
2020,9,17,0.0
2020,9,18,0.0
2020,9,19,0.0
2020,9,20,0.0
2020,9,21,0.0
2020,9,22,0.0
2020,9,23,0.0
2020,9,24,0.0
2020,9,25,1.0
2020,9,26,0.0
2020,9,27,0.0
2020,9,28,0.0
2020,9,29,0.0
2020,9,30,0.0
2020,10,1,0.0
2020,10,2,0.0
2020,10,3,0.0
2020,10,4,0.0
2020,10,5,0.0
2020,10,6,0.0
2020,10,7,0.0
2020,10,8,0.0
2020,10,9,0.0
2020,10,10,0.0
2020,10,11,0.0
2020,10,12,0.0
2020,10,13,0.0
2020,10,14,0.0
2020,10,15,0.0
2020,10,16,0.0
2020,10,17,0.0
2020,10,18,0.0
2020,10,19,0.0
2020,10,20,0.0
2020,10,21,0.0
2020,10,22,0.0
2020,10,23,0.0
2020,10,24,0.0
2020,10,25,0.0
2020,10,26,0.0
2020,10,27,0.0
2020,10,28,0.0
2020,10,29,0.0
2020,10,30,0.0
2020,10,31,0.0
2020,11,1,0.0
2020,11,2,0.0
2020,11,3,0.0
2020,11,4,0.0
2020,11,5,0.0
2020,11,6,0.0
2020,11,7,0.0
2020,11,8,0.0
2020,11,9,0.0
2020,11,10,0.0
2020,11,11,0.0
2020,11,12,0.0
2020,11,13,1.0
2020,11,14,0.0
2020,11,15,0.0
2020,11,16,0.0
2020,11,17,0.0
2020,11,18,0.0
2020,11,19,0.0
2020,11,20,0.0
2020,11,21,0.0
2020,11,22,0.0
2020,11,23,0.0
2020,11,24,0.0
2020,11,25,0.0
2020,11,26,0.0
2020,11,27,0.0
2020,11,28,0.0
2020,11,29,0.0
2020,11,30,0.0
2020,12,1,0.0
2020,12,2,0.0
2020,12,3,0.0
2020,12,4,0.0
2020,12,5,0.0
2020,12,6,0.0
2020,12,7,0.0
2020,12,8,0.0
2020,12,9,0.0
2020,12,10,0.0
2020,12,11,0.0
2020,12,12,0.0
2020,12,13,0.0
2020,12,14,0.0
2020,12,15,0.0
2020,12,16,0.0
2020,12,17,0.0
2020,12,18,0.0
2020,12,19,0.0
2020,12,20,0.0
2020,12,21,0.0
2020,12,22,0.0
2020,12,23,0.0
2020,12,24,0.0
2020,12,25,0.0
2020,12,26,0.0
2020,12,27,0.0
2020,12,28,0.0
2020,12,29,0.0
2020,12,30,0.0
2020,12,31,0.0
2021,1,1,0.0
2021,1,2,0.0
2021,1,3,0.0
2021,1,4,0.0
2021,1,5,1.0
2021,1,6,0.0
2021,1,7,0.0
2021,1,8,2.0
2021,1,9,1.0
2021,1,10,0.0
2021,1,11,1.0
2021,1,12,1.0
2021,1,13,1.0
2021,1,14,1.0
2021,1,15,0.0
2021,1,16,0.0
2021,1,17,0.0
2021,1,18,0.0
2021,1,19,0.0
2021,1,20,0.0
2021,1,21,2.0
2021,1,22,0.0
2021,1,23,1.0
2021,1,24,0.0
2021,1,25,1.0
2021,1,26,0.0
2021,1,27,0.0
2021,1,28,0.0
2021,1,29,0.0
2021,1,30,1.0
2021,1,31,3.0
2021,2,1,0.0
2021,2,2,0.0
2021,2,3,1.0
2021,2,4,0.0
2021,2,5,0.0
2021,2,6,0.0
2021,2,7,0.0
2021,2,8,1.0
2021,2,9,1.0
2021,2,10,0.0
2021,2,11,0.0
2021,2,12,0.0
2021,2,13,0.0
2021,2,14,0.0
2021,2,15,1.0
2021,2,16,0.0
2021,2,17,0.0
2021,2,18,0.0
2021,2,19,0.0
2021,2,20,0.0
2021,2,21,0.0
2021,2,22,2.0
2021,2,23,0.0
2021,2,24,0.0
2021,2,25,0.0
2021,2,26,1.0
2021,2,27,0.0
2021,2,28,0.0
2021,3,1,0.0
2021,3,2,0.0
2021,3,3,0.0
2021,3,4,0.0
2021,3,5,0.0
2021,3,6,0.0
2021,3,7,0.0
2021,3,8,1.0
2021,3,9,0.0
2021,3,10,1.0
2021,3,11,0.0
2021,3,12,0.0
2021,3,13,0.0
2021,3,14,0.0
2021,3,15,0.0
2021,3,16,0.0
2021,3,17,0.0
2021,3,18,0.0
2021,3,19,1.0
2021,3,20,1.0
2021,3,21,0.0
2021,3,22,0.0
2021,3,23,1.0
2021,3,24,2.0
2021,3,25,0.0
2021,3,26,0.0
2021,3,27,0.0
2021,3,28,0.0
2021,3,29,1.0
2021,3,30,1.0
2021,3,31,0.0
2021,4,1,0.0
2021,4,2,1.0
2021,4,3,1.0
2021,4,4,0.0
2021,4,5,0.0
2021,4,6,0.0
2021,4,7,0.0
2021,4,8,0.0
2021,4,9,0.0
2021,4,10,1.0
2021,4,11,0.0
2021,4,12,0.0
2021,4,13,0.0
2021,4,14,0.0
2021,4,15,0.0
2021,4,16,1.0
2021,4,17,1.0
2021,4,18,0.0
2021,4,19,0.0
2021,4,20,0.0
2021,4,21,0.0
2021,4,22,0.0
2021,4,23,3.0
2021,4,24,0.0
2021,4,25,1.0
2021,4,26,3.0
2021,4,27,4.0
2021,4,28,2.0
2021,4,29,7.0
2021,4,30,4.0
2021,5,1,8.0
2021,5,2,11.0
2021,5,3,8.0
2021,5,4,15.0
2021,5,5,15.0
2021,5,6,10.0
2021,5,7,15.0
2021,5,8,21.0
2021,5,9,21.0
2021,5,10,31.0
2021,5,11,27.0
2021,5,12,15.0
2021,5,13,18.0
2021,5,14,27.0
2021,5,15,19.0
2021,5,16,17.0
2021,5,17,22.0
2021,5,18,31.0
2021,5,19,34.0
2021,5,20,32.0
2021,5,21,30.0
2021,5,22,17.0
2021,5,23,24.0
2021,5,24,25.0
2021,5,25,35.0
2021,5,26,29.0
2021,5,27,25.0
2021,5,28,32.0
2021,5,29,24.0
2021,5,30,17.0
2021,5,31,30.0
2021,6,1,26.0
2021,6,2,41.0
2021,6,3,47.0
2021,6,4,34.0
2021,6,5,34.0
2021,6,6,24.0
2021,6,7,19.0
2021,6,8,38.0
2021,6,9,38.0
2021,6,10,39.0
2021,6,11,31.0
2021,6,12,36.0
2021,6,13,23.0
2021,6,14,33.0
2021,6,15,29.0
2021,6,16,34.0
2021,6,17,43.0
2021,6,18,27.0
2021,6,19,29.0
2021,6,20,18.0
2021,6,21,17.0
2021,6,22,19.0
2021,6,23,40.0
2021,6,24,30.0
2021,6,25,22.0
2021,6,26,32.0
2021,6,27,20.0
2021,6,28,29.0
2021,6,29,35.0
2021,6,30,51.0
2021,7,1,31.0
2021,7,2,44.0
2021,7,3,51.0
2021,7,4,42.0
2021,7,5,22.0
2021,7,6,36.0
2021,7,7,53.0
2021,7,8,57.0
2021,7,9,61.0
2021,7,10,41.0
2021,7,11,44.0
2021,7,12,50.0
2021,7,13,57.0
2021,7,14,54.0
2021,7,15,75.0
2021,7,16,72.0
2021,7,17,91.0
2021,7,18,86.0
2021,7,19,80.0
2021,7,20,56.0
2021,7,21,87.0
2021,7,22,98.0
2021,7,23,67.0
2021,7,24,141.0
2021,7,25,101.0
2021,7,26,81.0
2021,7,27,80.0
2021,7,28,108.0
2021,7,29,87.0
2021,7,30,114.0
2021,7,31,119.0
2021,8,1,129.0
2021,8,2,87.0
2021,8,3,118.0
2021,8,4,133.0
2021,8,5,165.0
2021,8,6,117.0
2021,8,7,178.0
2021,8,8,133.0
2021,8,9,178.0
2021,8,10,147.0
2021,8,11,188.0
2021,8,12,160.0
2021,8,13,191.0
2021,8,14,212.0
2021,8,15,138.0
2021,8,16,149.0
2021,8,17,235.0
2021,8,18,207.0
2021,8,19,147.0
2021,8,20,184.0
2021,8,21,217.0
2021,8,22,209.0
2021,8,23,182.0
2021,8,24,239.0
2021,8,25,312.0
2021,8,26,301.0
2021,8,27,240.0
2021,8,28,261.0
2021,8,29,233.0
2021,8,30,242.0
2021,8,31,226.0
2021,9,1,297.0
2021,9,2,229.0
2021,9,3,273.0
2021,9,4,292.0
2021,9,5,264.0
2021,9,6,256.0
2021,9,7,190.0
2021,9,8,252.0
2021,9,9,262.0
2021,9,10,271.0
2021,9,11,257.0
2021,9,12,224.0
2021,9,13,187.0
2021,9,14,241.0
2021,9,15,228.0
2021,9,16,220.0
2021,9,17,189.0
2021,9,18,253.0
2021,9,19,180.0
2021,9,20,132.0
2021,9,21,136.0
2021,9,22,144.0
2021,9,23,188.0
2021,9,24,171.0
2021,9,25,122.0
2021,9,26,117.0
2021,9,27,106.0
2021,9,28,143.0
2021,9,29,141.0
2021,9,30,131.0
2021,10,1,132.0
2021,10,2,127.0
2021,10,3,125.0
2021,10,4,101.0
2021,10,5,129.0
2021,10,6,122.0
2021,10,7,107.0
2021,10,8,123.0
2021,10,9,87.0
2021,10,10,77.0
2021,10,11,97.0
2021,10,12,92.0
2021,10,13,102.0
2021,10,14,113.0
2021,10,15,116.0
2021,10,16,73.0
2021,10,17,84.0
2021,10,18,60.0
2021,10,19,84.0
2021,10,20,82.0
2021,10,21,112.0
2021,10,22,94.0
2021,10,23,82.0
2021,10,24,68.0
2021,10,25,63.0
2021,10,26,71.0
2021,10,27,79.0
2021,10,28,73.0
2021,10,29,66.0
2021,10,30,74.0
2021,10,31,56.0
2021,11,1,44.0
2021,11,2,66.0
2021,11,3,57.0
2021,11,4,84.0
2021,11,5,64.0
2021,11,6,88.0
2021,11,7,47.0
2021,11,8,55.0
2021,11,9,78.0
2021,11,10,56.0
2021,11,11,68.0
2021,11,12,80.0
2021,11,13,69.0
2021,11,14,53.0
2021,11,15,39.0
2021,11,16,61.0
2021,11,17,62.0
2021,11,18,57.0
2021,11,19,51.0
2021,11,20,55.0
2021,11,21,47.0
2021,11,22,45.0
2021,11,23,62.0
2021,11,24,56.0
2021,11,25,55.0
2021,11,26,51.0
2021,11,27,53.0
2021,11,28,29.0
2021,11,29,49.0
2021,11,30,53.0
2021,12,1,55.0
2021,12,2,37.0
2021,12,3,64.0
2021,12,4,32.0
2021,12,5,30.0
2021,12,6,27.0
2021,12,7,37.0
2021,12,8,43.0
2021,12,9,33.0
2021,12,10,33.0
2021,12,11,37.0
2021,12,12,27.0
2021,12,13,22.0
2021,12,14,31.0
2021,12,15,38.0
2021,12,16,49.0
2021,12,17,28.0
2021,12,18,39.0
2021,12,19,20.0
2021,12,20,23.0
2021,12,21,37.0
2021,12,22,29.0
2021,12,23,26.0
2021,12,24,41.0
2021,12,25,28.0
2021,12,26,22.0
2021,12,27,31.0
2021,12,28,32.0
2021,12,29,31.0
2021,12,30,30.0
2021,12,31,27.0
2022,1,1,30.0
2022,1,2,22.0
2022,1,3,18.0
2022,1,4,32.0
2022,1,5,17.0
2022,1,6,25.0
2022,1,7,26.0
2022,1,8,10.0
2022,1,9,12.0
2022,1,10,18.0
2022,1,11,12.0
2022,1,12,19.0
2022,1,13,11.0
2022,1,14,19.0
2022,1,15,14.0
2022,1,16,12.0
2022,1,17,13.0
2022,1,18,12.0
2022,1,19,19.0
2022,1,20,14.0
2022,1,21,15.0
2022,1,22,18.0
2022,1,23,9.0
2022,1,24,13.0
2022,1,25,18.0
2022,1,26,12.0
2022,1,27,19.0
2022,1,28,13.0
2022,1,29,19.0
2022,1,30,13.0
2022,1,31,13.0
2022,2,1,12.0
2022,2,2,19.0
2022,2,3,22.0
2022,2,4,28.0
2022,2,5,19.0
2022,2,6,12.0
2022,2,7,16.0
2022,2,8,12.0
2022,2,9,22.0
2022,2,10,21.0
2022,2,11,22.0
2022,2,12,21.0
2022,2,13,20.0
2022,2,14,12.0
2022,2,15,17.0
2022,2,16,24.0
2022,2,17,20.0
2022,2,18,23.0
2022,2,19,25.0
2022,2,20,24.0
2022,2,21,26.0
2022,2,22,27.0
2022,2,23,27.0
2022,2,24,22.0
2022,2,25,27.0
2022,2,26,29.0
2022,2,27,30.0
2022,2,28,32.0
2022,3,1,35.0
2022,3,2,39.0
2022,3,3,38.0
2022,3,4,41.0
2022,3,5,40.0
2022,3,6,42.0
2022,3,7,42.0
2022,3,8,43.0
2022,3,9,45.0
2022,3,10,49.0
2022,3,11,54.0
2022,3,12,52.0
2022,3,13,59.0
2022,3,14,65.0
2022,3,15,69.0
2022,3,16,69.0
2022,3,17,74.0
2022,3,18,63.0
2022,3,19,68.0
2022,3,20,66.0
2022,3,21,69.0
2022,3,22,70.0
2022,3,23,70.0
2022,3,24,77.0
2022,3,25,80.0
2022,3,26,87.0
2022,3,27,84.0
2022,3,28,88.0
2022,3,29,83.0
2022,3,30,80.0
2022,3,31,82.0
2022,4,1,69.0
2022,4,2,67.0
2022,4,3,84.0
2022,4,4,81.0
2022,4,5,78.0
2022,4,6,87.0
2022,4,7,85.0
2022,4,8,92.0
2022,4,9,96.0
2022,4,10,97.0
2022,4,11,97.0
2022,4,12,91.0
2022,4,13,94.0
2022,4,14,91.0
2022,4,15,89.0
2022,4,16,98.0
2022,4,17,108.0
2022,4,18,105.0
2022,4,19,101.0
2022,4,20,221.0
2022,4,21,0.0
2022,4,22,119.0
2022,4,23,125.0
2022,4,24,128.0
2022,4,25,124.0
2022,4,26,129.0
2022,4,27,128.0
2022,4,28,129.0
2022,4,29,128.0
2022,4,30,129.0
2022,5,1,126.0
2022,5,2,124.0
2022,5,3,120.0
2022,5,4,125.0
2022,5,5,127.0
2022,5,6,129.0
2022,5,7,126.0
2022,5,8,91.0
2022,5,9,84.0
2022,5,10,77.0
2022,5,11,82.0
2022,5,12,54.0
2022,5,13,62.0
2022,5,14,58.0
2022,5,15,54.0
2022,5,16,55.0
2022,5,17,53.0
2022,5,18,56.0
2022,5,19,59.0
2022,5,20,56.0
2022,5,21,54.0
2022,5,22,51.0
2022,5,23,40.0
2022,5,24,38.0
2022,5,25,45.0
2022,5,26,42.0
2022,5,27,41.0
2022,5,28,37.0
2022,5,29,31.0
2022,5,30,135.0
2022,5,31,36.0
2022,6,1,33.0
2022,6,2,37.0
2022,6,3,29.0
2022,6,4,38.0
2022,6,5,24.0
2022,6,6,26.0
2022,6,7,21.0
2022,6,8,28.0
2022,6,9,34.0
2022,6,10,32.0
2022,6,11,30.0
2022,6,12,28.0
2022,6,13,27.0
2022,6,14,20.0
2022,6,15,21.0
2022,6,16,23.0
2022,6,17,24.0
2022,6,18,28.0
2022,6,19,20.0
2022,6,20,15.0
2022,6,21,19.0
2022,6,22,18.0
2022,6,23,17.0
2022,6,24,19.0
2022,6,25,23.0
2022,6,26,22.0
2022,6,27,18.0
2022,6,28,21.0
2022,6,29,19.0
2022,6,30,18.0
2022,7,1,16.0
2022,7,2,16.0
2022,7,3,17.0
2022,7,4,15.0
2022,7,5,13.0
2022,7,6,14.0
2022,7,7,14.0
2022,7,8,16.0
2022,7,9,17.0
2022,7,10,19.0
2022,7,11,18.0
2022,7,12,18.0
2022,7,13,22.0
2022,7,14,20.0
2022,7,15,20.0
2022,7,16,15.0
2022,7,17,22.0
2022,7,18,47.0
2022,7,19,25.0
2022,7,20,28.0
2022,7,21,23.0
2022,7,22,0.0
2022,7,23,38.0
2022,7,24,17.0
2022,7,25,18.0
2022,7,26,19.0
2022,7,27,0.0
2022,7,28,48.0
2022,7,29,29.0
2022,7,30,30.0
2022,7,31,32.0
2022,8,1,0.0
2022,8,2,69.0
2022,8,3,32.0
2022,8,4,37.0
